name,lat,lon,type,opening_hours
Caffe Dhansiri,23.798625,90.353664,restaurant,Mo-Su 06:19-12:00
Cafi Telecom,23.755576,90.406925,shop_mobile_phone,
Café Selfie,23.764898,90.358581,cafe,
Caitaba bus stop,23.882936,90.666374,bus_station,
Cake Lover's,23.785852,90.367086,shop_pastry,
Cake Lover's,23.790954,90.404371,shop_bakery,
Cake Mart Vatpara,23.861451,90.259329,shop_pastry,"Mo-Su,PH 09:00-18:00"
Cake Stories,23.80953,90.367746,fast_food,
Cake Stories,23.784852,90.367444,shop_pastry,
Cake Story,23.752268,90.417201,cafe,
Cake Storys,23.763417,90.362183,shop_bakery,
Cake Town,23.713223,90.411668,shop_pastry,Mo-Su 09:00-21:00
Calcutta Dry Cleaners,23.756598,90.364158,shop_dry_cleaning,Mo-Su 09:00-22:00
California Fried Chicken,23.822917,90.364135,restaurant,
California Fried Chicken & Pastry Shop (CFC),23.859112,90.401905,fast_food,
California Pastry Shop,23.756282,90.374756,fast_food,
Camallia Fast Food,23.734928,90.385086,fast_food,10:00-20:00
"Cambrian College South Jatrabari, South Jatrabari, Dhaka",23.70927,90.434906,college,
Cambrian School,23.810215,90.424344,school,
Cambrian School & College - Campus 6,23.794369,90.424417,college,
"Cambrian School & College, Semonti Tower, Keraniganj",23.703088,90.398371,school,
Cambridge International School and College,23.7832,90.373197,school,
Cambridge ideal school And College,23.974731,90.377346,college,
Cambridge school and college,23.764627,90.359024,school,
Camea Enterprise,23.785542,90.411996,shop_general,
Camera Market (2nd Floor),23.730386,90.410623,shop_electronics,
Camera Museum,23.74011,90.382847,shop_photo,
Campfire,23.869464,90.385638,restaurant,Mo-Su 11:00-23:00
Campus Computer,23.879911,90.265496,shop_copyshop,
Campus Shadow,23.734302,90.391921,parking,
Campus Shadow of University of Dhaka,23.734356,90.392032,restaurant,Su-Th 08:00-18:00
Can Miya Store,23.784184,90.411262,shop_general,
Canadian International School,23.803076,90.411306,school,
Canadian International School Bangladesh,23.799355,90.402399,school,
Canadian School,23.796849,90.404397,school,
Canadian University of Bangladesh,23.774737,90.425567,university,
Canary Restaurant,23.812513,90.425378,restaurant,
Candour International School(ক্যানডর ইন্টারন্যাশনাল স্কুল),23.825096,90.364994,school,
Cansoft Technologies Limited,23.747956,90.402555,building_commercial,Su-Th 09:00-18:00
Canteen,23.739014,90.395079,restaurant,
Canteen,23.74102,90.385591,restaurant,
Canteen,23.741618,90.385348,restaurant,Mo-Fr 10:00-16:00; Sa-Su off
Canteen,23.779734,90.399271,restaurant,
Canteen,24.338217,89.923655,restaurant,
Canteen,23.739422,90.39563,restaurant,
Canteen,23.829504,90.402404,restaurant,
Canteen,23.734572,90.391917,fast_food,"Mo-Th,Su 08:00-18:00"
Canteen,23.72832,90.38992,restaurant,
Canteen peace,23.868221,90.276632,restaurant,
"Cantina, Fayon, Me&Mom, Dabber",23.82456,90.364503,shop_clothes,
Caown Cafe,23.819812,90.364467,cafe,
Capital Electro & Engineering,23.754149,90.414446,shop_electronics,
"Capital Hospital, Hospital",24.249639,89.913872,hospital,
Capital Market,23.745526,90.381996,building_commercial,
Capital Modern School (ক্যাপিটাল মডার্ন স্কুল),23.772504,90.347623,school,
Capital Refrigerator's,23.754282,90.409176,shop_electronics,
Capital Tower,23.797815,90.352962,marketplace,
Capital Tower Shopping Complex,23.797801,90.353015,marketplace,
Capricon Trailer,23.772191,90.364089,shop_tailor,
Capsicum Thai and Chinese Restaurant,23.75803,90.386754,restaurant,
Capsule Market,24.250843,89.915999,building_commercial,
Captain World,23.785207,90.390316,shop_bakery,
Captain's Table,23.622133,90.497854,restaurant,
Captain's World,23.775627,90.390906,restaurant,
"Captains World,Fast food restaurant",23.808071,90.403652,restaurant,
Car Home Automobiles Service,23.787763,90.422244,shop_car_repair,
Car Motors,23.742411,90.381914,shop_car_repair,08:00-21:00
Car Painter Shop,23.780416,90.423985,shop_car_repair,
Car Parking,23.753469,90.40709,parking,
Car Repair Centre,24.417037,90.658087,shop_car_repair,
Car Solution Motor Tailoring Workshop,23.806085,90.374392,shop_car_repair,
Car and Bike Heaven,23.808252,90.361612,shop_motorcycle,
CarMudi,23.753074,90.391831,shop_car,
Care Dental,23.75045,90.409009,pharmacy,
"Care Homeo Clinic, Hospital",23.857086,90.261805,hospital,
"Care Hospital, Hospital",24.678492,89.952447,hospital,
Care Medical College Hospital,23.768879,90.368553,building_commercial,
Care Medical College Hospital Ltd,23.768898,90.368689,hospital,
Care Medicine Corner,23.768936,90.368689,pharmacy,
Care Pharma,23.758979,90.360276,pharmacy,
Care Pharmacy,23.790571,90.407501,pharmacy,
Care and Fare,23.78637,90.367205,pharmacy,
Carmo Foam,23.738668,90.388313,shop_doityourself,
Carnation General Store,23.848027,90.388158,shop_yes,
Carpet King,23.739132,90.38567,shop_carpet,
Carpet Shop,23.78652,90.412155,shop_carpet,
Carpet Shop,23.739132,90.385682,shop_carpet,
Carpet Shop,23.739131,90.385692,shop_carpet,
Carpet Shop,23.739134,90.385719,shop_carpet,
Carpet Store,23.780657,90.423052,shop_carpet,
Carre Family,23.813708,90.366492,shop_supermarket,09:00-22:00
Carry Home,23.738957,90.387786,shop_fabric,
Cart Station,23.739872,90.375312,restaurant,
Cash & Carry Pharma,23.731517,90.420783,pharmacy,Mo-Su 07:00-12:00
Cash & Carry Pharmacy,23.73148,90.420646,pharmacy,
Cash and Carry,23.753135,90.374808,shop_department_store,
Caspia Corner,23.793896,90.374561,shop_variety_store,
Castle salon,23.755066,90.405353,shop_hairdresser,
Casual Park,23.787938,90.366775,shop_clothes,
Cat's Eye,23.719097,90.416403,shop_clothes,
Cats Eye,23.765186,90.358399,shop_clothes,
Cats Eye,23.738873,90.385287,shop_clothes,
Cats Eye,23.813434,90.423464,shop_clothes,
Cats Eye,23.750868,90.390009,shop_clothes,
Cats Eye,23.806508,90.366878,shop_clothes,
Cats Eye ক্যাটস আই,23.850783,90.259049,shop_clothes,
Catseye,23.814165,90.423111,shop_clothes,
Cattle Farm,23.853081,90.387046,shop_farm,
Cave Restaurant,24.029743,90.241215,restaurant,
Cefalo Bangladesh Ltd.,23.75266,90.375732,building_commercial,Mo-Fr 08:00-17:00
Cefalo Bangladesh Ltd.,23.752695,90.375924,building_commercial,Mo-Fr 08:00-17:00
Celebration,23.814166,90.424288,shop_clothes,
Celebrations,23.814164,90.424067,shop_clothes,
Celeste,23.796927,90.407739,building_commercial,
Cellphone,23.814041,90.424473,shop_mobile_phone,
Cellular Accessories,23.741985,90.392177,shop_electronics,"Mo,We-Su 10:00-20:00; Tu off"
Center For Kidney Disease & Urology Hospital,23.777079,90.364857,hospital,
Center Point Concord,23.759317,90.390091,building_commercial,
"Center of Excellence, CEBAI Training Center, School center",23.900773,90.326801,school,
"Central Homeopathic Pharmacy, Homeopathic pharmacy, Joykali Mandir Ward, Dhaka",23.721594,90.416748,pharmacy,
"Central Hospital, Hospital",24.011405,90.318742,hospital,
Central Law College,23.731321,90.408431,school,
Central Mucta Hospital,24.253732,89.916451,hospital,
Central Optics,23.75159,90.379211,shop_ticket,
Central Optics,23.74727,90.380336,shop_optician,
Central Optics,23.783799,90.377768,shop_optician,
Central Road 8Meat Shop,23.741926,90.388079,shop_yes,
Central Women University,23.718471,90.420177,university,
Centre Point,23.744855,90.412333,marketplace,
Century,23.739033,90.389874,shop_clothes,
Century,23.749159,90.426159,cafe,
Century Computer BD,23.738843,90.38549,shop_computer,
Century Tower,23.772293,90.425139,building_commercial,
Century Trade International,23.72101,90.411268,shop_electronics,Sa-Th 10:00-09:00
Century’s Sweets and Bakery,23.77227,90.425243,shop_bakery,
Cetona Bikash Kendro,23.74707,90.364927,school,
Cfc,23.77441,90.414955,fast_food,
Cha & Chill,23.762422,90.362112,restaurant,
"Cha & Chill - Gausul Azam, Uttara",23.869187,90.388172,restaurant,
Cha Bar,23.746216,90.371019,cafe,
Cha Bari,23.714926,90.419044,restaurant,
Cha Chumuk,23.792568,90.404717,cafe,
Cha Sowdagar,23.822823,90.393401,cafe,
Cha Store,23.755322,90.407012,shop_tea,
Cha Wala Dot Com,23.799945,90.363377,shop_tea,
Cha er Dokan,23.77284,90.35371,shop_tea,
Cha er Dokan,23.773631,90.349934,building_retail,
Cha er adda,23.190346,90.321816,shop_tea,
Chaaderpahar Restaurant,23.621417,90.501257,restaurant,
Chaadpur Bostraloy,23.85138,90.414043,shop_clothes,
Chaadpur Sanitary Mart চাঁদপুর স্যানিটারি মার্ট,23.837695,90.258525,shop_hardware,
"Chabara Chan Al Supermarket, Naodoba",23.405848,90.281344,shop_supermarket,
Chad Restaurant,23.798095,90.352632,restaurant,
Chader Alo Restaurant,23.589793,90.632673,restaurant,
Chader Bari Collection চাঁদের বাড়ী কালেকশন,23.600309,89.834096,shop_yes,
Chader Haat Khelar Math & Eidgah,23.772053,90.362439,shop_sports,
Chadni Confectionary,23.702846,90.419416,shop_bakery,
Chadni General,23.789672,90.388059,shop_variety_store,
Chadni Kacchi Biryani,23.802426,90.353395,restaurant,
Chadni general store,23.703568,90.420351,shop_general,
"Chadpara Government Primary School, Primary school",24.089648,90.398415,school,
Chadpur Bostro Bitan,23.85152,90.415584,shop_clothes,
Chadpur Electric and Hardware,23.84461,90.387472,shop_electrical,
Chadpur General Store,23.756526,90.414223,shop_convenience,
Chadpur Homio Hall,23.75995,90.365852,pharmacy,
Chadpur Pharmacy,23.828689,90.378821,pharmacy,
Chadpur Pharmacy(চাঁদপুর ফার্মেসি),23.820876,90.371077,pharmacy,
Chadpur Store,23.890078,90.271854,shop_general,
Chadpur Store,23.734086,90.383387,shop_yes,
Chadpur Varaities Store,23.713608,90.418567,shop_grocery,
Chadpur pharmacy,23.828689,90.378821,pharmacy,
Chagra Bazar,24.398882,91.116142,marketplace,
"Chai Pai Chinese, Chai Pai Chinese, North Jatrabari, Dhaka",23.711378,90.430822,shop_yes,
Chaina Bazar,23.758006,90.386228,shop_electronics,
Chaina Sizzling,23.752316,90.420821,restaurant,
Chairman Bari Bazar চেয়ারম্যান বারী বাজার,24.117241,90.25639,shop_supermarket,
Chaitanya Bazar,24.019886,90.808723,marketplace,
Chaitanya Bus Stop,24.019992,90.809331,bus_station,
Chaiti Medicine Corner,23.817636,90.380879,pharmacy,"10:00-14:00, 17:00-00:00"
Chaity Enterprise,23.785543,90.367217,shop_hardware,
Chaity Enterprise,23.786889,90.367205,shop_hardware,
Chak Mirpur High School,23.961696,89.848108,school,
"Chak Para government primary school, Primary school",24.543575,89.990019,school,
"Chakal Gram Government Primary School, Primary school",23.90861,90.232181,school,
Chalaban Government Primary School,23.863637,90.41755,school,
Chalanbil Traders,23.810191,90.372765,shop_clothes,
Chalantika Engineering,23.709121,90.42195,shop_hardware,
Chalar Bazar,24.15878,90.661088,marketplace,
"Chalatipara Government Primary School, Chalatipara, Dhaka - Mawa Hwy, Dhaka",23.603427,90.323796,school,
Cham Cham House,23.745816,90.433842,shop_bakery,
Chamak Cosmetics,23.733991,90.384944,shop_beauty,
Chamak Kabab Ghar,23.748671,90.43312,restaurant,
Chamanda Store,23.758416,90.412049,shop_department_store,
Chamichi,23.752039,90.367853,cafe,
Champakdi Primary School,23.54721,90.381906,school,
Champakoli,23.814022,90.36678,shop_clothes,
Chamta Khagrakuri Government Primary School,23.861735,89.966924,school,
Chamurkhan Government Primary School,23.873216,90.448694,school,
Chan Business House,23.754063,90.407853,shop_gift,
Chan Mia Market,23.83937,90.257044,marketplace,
Chan Mia Store,23.784168,90.411226,shop_general,
Chan Mia Store,23.397182,90.252978,shop_yes,
Chan Mia Store,23.397175,90.252969,shop_yes,
Chan Miya Store,24.129362,90.372541,shop_yes,
Chan Tara Tire Store,23.711906,90.415216,shop_car_parts,
Chan homeophatic,23.757006,90.409314,shop_chemist,
Chan mia Shop,23.570997,89.791693,shop_electronics,
Chand & Sons,23.738585,90.383786,shop_clothes,
Chand General Store,23.757197,90.406693,shop_convenience,
Chand Miah Traders,24.03498,90.832228,shop_yes,
Chand fhasion,23.73782,90.383864,building_commercial,
Chandan Hair Cutting,23.849836,90.387711,shop_hairdresser,
Chandan Jewelers চন্দন জুয়েলার্স,23.603461,89.835077,shop_jewelry,
Chander Bari Rooftop Restauraunt,23.787516,90.366908,restaurant,
Chander Haat Food,23.836404,90.376625,restaurant,
Chander Hat,23.854637,90.672912,shop_clothes,
Chandipara Girls' High School Playground,24.155917,90.808174,school,
Chandipur Govt. Primary School,23.725397,90.317736,school,
Chandni Plaza,23.653976,90.165069,building_commercial,
Chandona Chowrasta Masjid Market চান্দনা ঈদগা মার্কেট,23.988855,90.381981,shop_supermarket,
Chandpur Departmental Store,23.810298,90.361902,shop_department_store,
Chandpur Electric,23.787301,90.425902,shop_electronics,
Chandpur Medical Hall,23.808505,90.37134,pharmacy,
Chandpur Pharma,23.786534,90.410536,pharmacy,
Chandpur Pharmacy,23.828326,90.378923,pharmacy,
Chandpur Rice Agency,23.787221,90.425312,shop_wholesale,
Chandpur Store চাঁদপুর স্টোর,23.901901,90.412826,shop_yes,
Chandra Bindu,23.799362,90.355682,shop_boutique,
Chandra Bindu,23.806312,90.365983,shop_clothes,
Chandra Fish Market,24.043665,90.239684,marketplace,
Chandra Food Plaza,24.048446,90.238224,restaurant,
Chandra Government Primary School,24.040116,90.252112,school,
"Chandra Ideal School, School",24.03886,90.256859,school,
Chandrabindu,23.799995,90.355868,shop_clothes,"""Friday-Tuesday: 9 am - 9 pm; Thursday is closed"""
Chandrabindu,23.799618,90.355426,shop_clothes,Fr-We 09:00-21:00
Chandrabindu Restaurant,23.809797,90.368051,restaurant,
"Chandrapur AHP High School, Shibchar",23.247277,90.264107,school,
Chandrashila Suvastu Tower,23.750545,90.387572,building_commercial,
Chandrima Super Market,23.734582,90.383913,building_commercial,
Changes School,23.624304,90.497983,school,
Chanpara Bazar,23.881045,90.435384,marketplace,
Chanpur Dhakhil Madrasha,24.594729,89.919663,school,
Chap Station,23.770784,90.405806,fast_food,
Chaplin,23.760599,90.386259,restaurant,
Char Bhadrasan Government College,23.565851,90.00388,college,
Char Bhadrasan Pilot High School,23.564471,90.005929,school,
Char Bhatpara High School,23.186419,89.69079,school,
"Char Bhojeshwar Sheikhpura Kandi Government Primary School, Dogree",23.274007,90.379287,school,
"Char Gazipur Govt. Primary School, Shariatpur",23.27887,90.273178,school,
"Char Ghazaria Government Primary School, Shibchar",23.422436,90.083899,school,
Char Joukuri High School,23.767265,89.633019,school,
Char Kishorgonj Kasham Nagar Junior Girls School,23.57865,90.553699,school,
"Char Kundlia Government Primary School, Dhaka - Barisal High",23.641049,90.34806,school,
Char Nagorbari High School,24.385939,89.920825,school,
"Char Nashirpur High School, Sadarpur",23.463588,90.097024,school,
Char Singuli Muslim High School,24.372456,89.809912,school,
Char sayedpur road,23.580472,90.503836,shop_yes,
Charabag Glorious School,23.885509,90.311205,school,
"Charabhanga government primary school, Primary school",24.649942,89.97209,school,
Charaljani Government Primary School,24.618384,90.035987,school,
"Charchandra Primary School, Shariatpur Ghat, Shariatpur Road, Shariatpur",23.417459,90.219894,school,
Charcoal Steak House,23.778828,90.417267,restaurant,
"Chardanga Government Primary School, Primary school",24.077422,89.889312,school,
"Chardhupuria Baliyakandi govt Primary school, Elementary school, Chardhupuria",23.336269,90.278725,school,
Charfatepur Primary School,23.842039,90.255266,school,
Charkushai Bazar,23.633144,90.090506,marketplace,
Charkushai Primary School,23.634229,90.090698,school,
Charmastul M.B.A High School,23.938928,89.838202,school,
Charming Fashion,23.807838,90.375681,shop_clothes,
Charpara Govt. Primary School চরপাড়া সঃ প্রাঃ বিদ্যালয়,24.473998,90.875969,school,
"Charsayedpur Substation, DPDC চরসৈয়দপুর বৈদ্যুতিক উপকেন্দ্র, ডিপিডিসি",23.580252,90.509714,shop_electronics,
Chartered Life Insurance Company Limited,23.766278,90.421858,building_commercial,
Charulata International School,23.808602,90.373223,school,
Charulota Furniture,23.797524,90.264284,shop_furniture,
Charulota Restaurant,23.752313,90.393299,restaurant,
Charuta,23.796235,90.373457,building_commercial,
Chashma Bazar,23.738871,90.386578,shop_optician,
Chatgaon Chicken House,23.854254,90.386699,shop_butcher,
Chatihati Bazar,24.292147,89.978194,marketplace,
Chatila Madrasha,24.592121,89.91239,school,
Chatila Sub Health Center,24.592141,89.912699,hospital,
Chatime,23.749491,90.368826,cafe,
Chatime - Uttara,23.874459,90.380289,cafe,
Chatpoti,23.80668,90.353996,fast_food,
Chatro Bondu Enterprise,23.756569,90.411305,shop_books,
Chattala Dine,23.762818,90.364355,restaurant,
"Chattarkandi Bazaar, Market",24.745407,89.937113,marketplace,
Chattogram Hardware,23.891987,90.40228,shop_hardware,Mo-Su 09:00-22:00
Chattogram S.A. Door Center,23.784823,90.425641,shop_doors,
"Chaturpara Primary School - Mustafapur, Primary school, Madaripur",23.159904,90.132751,school,
Chaudhery Entrerprise,23.914194,90.394614,shop_mall,
Chawdhoary Electronics,23.751034,90.403545,shop_electronics,
Chawdhuri Medicine Corner(চৌধুরী মেডিসিন কর্নার),23.818244,90.375968,pharmacy,
"Chawganga Shohid Smrity high school, High school",24.034693,90.245743,school,
Chaya,23.794924,90.414852,building_commercial,
Chaya Bithi Medicine Corner(ছায়া বিথি মেডিসিন কর্নার),23.820954,90.375641,pharmacy,
Chaya Smriti,23.790511,90.387938,shop_photo,
ChayaNir,23.749647,90.365343,shop_general,
Chayabithi Pharmacy,23.742095,90.434579,pharmacy,
Chayaneer Complex,23.729449,90.332897,shop_supermarket,
"Chayanica Hospital And Diagnostic Center Ltd., Hospital",23.909585,90.226361,hospital,
Chayanika Jamdani House,23.734801,90.38475,shop_clothes,
"Chayara Pharmacy, Pharmacy",23.914823,90.395589,pharmacy,
Chayer Adda,23.812457,90.425133,fast_food,
Chayer Bari,23.752351,90.41978,cafe,
Chayer Dokan,23.848134,90.390132,shop_tea,
Chayer Dokan,23.849355,90.387684,shop_tea,
Chayer Ghat,23.747884,90.426667,restaurant,
Check In Restaurant,23.73752,90.387387,restaurant,09:00-23:00
Checklist Grocery Store,23.757808,90.443956,shop_department_store,
Cheers Cafe,23.739583,90.375645,cafe,10:30-23:30
Cheese Blast,23.808241,90.372332,cafe,
Cheesy & Juicy,23.747582,90.429249,restaurant,
Cheez,23.741979,90.408485,restaurant,
Cheez - Uttara,23.877494,90.390934,fast_food,
Cheez bd,23.809418,90.367691,restaurant,
Chef's Rooftop,23.789574,90.375885,restaurant,
Chef's Table Courtside,23.800311,90.454768,restaurant,Mo-Su 09:00-21:00
Chef's fast food,23.784525,90.367745,restaurant,
Chef's table,23.777033,90.416158,fast_food,
Chefographer,23.83548,90.376702,cafe,
Chemy Sweets,23.799992,90.363354,shop_confectionery,
Chepagat Bazaar,24.044384,90.85857,shop_variety_store,
"Cherag Ali Bepari Kandi (Pathan) Government Primary School, Shariatpur",23.301318,90.394106,school,
